Nome,Link
Adobe Photoshop: Tratando imagem com viés publicitário,https://drive.google.com/file/d/1CvxFBoXNWluTJkwribnv3F4VHtZ6eEbM/view?usp=sharing
Adobe Premiere 2020 Introdução à edição de vídeo,https://drive.google.com/file/d/1TqmUwkMqk7LyzC1qidBdc3qNxd3zNzBl/view?usp=sharing
Adobe Premiere Rush: Edite seus vídeos direto do seu smartphone,https://drive.google.com/file/d/1V0vNRJ_19rHzjS5YytmcqrmJS-J1mFkx/view?usp=sharing
Adobe Premiere: Criação de vídeo institucional,https://drive.google.com/file/d/1Q6zeqoq358axFbRON-_DxYiJ_nBL1IoN/view?usp=sharing
Adobe Premiere: Introdução à edição de vídeo,https://drive.google.com/file/d/1m-BnUvQRXLxuVglOPZ9JbUtUwFL40qFU/view?usp=sharing
Adobe XD: Componentes da interface,https://drive.google.com/file/d/1hTEyIizUbXwi6iaj9-Gnz7pTiwcCVqI1/view?usp=sharing
Adobe XD: Design visual de um site mobile,https://drive.google.com/file/d/1zdEDba9BGldN1TuyqgBZZTMbZlWRxwgH/view?usp=sharing
Adobe XD: refinando o visual da interface,https://drive.google.com/file/d/1oiAIdhUOtgg7M5wDUd35KFGym1pq3I5t/view?usp=sharing
Adobe XD: trabalhando com microinterações,https://drive.google.com/file/d/12gJDkZeV3xrnqtTRFWU_EDP4CQGD53e9/view?usp=sharing
Advergame: da ideia à prancha conceito,https://drive.google.com/file/d/1Jk8noR2j5uqVAR7sQ68CYpSqp7C-xHH0/view?usp=sharing
Affinity Design Introdução ao desenho vetorial,https://drive.google.com/file/d/1ULVG-t4ei1GxtJxF7b08rY6xnsDQqDNa/view?usp=sharing
Affinity Designer Vetorizando ilustrações,https://drive.google.com/file/d/1a64mZIwyCanwddxE181KQ7tgTb00pP4c/view?usp=sharing
Affinity Photo Composição e foto manipulação,https://drive.google.com/file/d/1Hnowa1bRpB9RSEStTPYxb8wEk0sYXOmv/view?usp=sharing
Affinity Photo Desenvolvendo uma peça gráfica,https://drive.google.com/file/d/1wigNk5CFRvhcN-6JlvLi5rLlZvyzTaM7/view?usp=sharing
Affinity Photo Tratamento de imagens,https://drive.google.com/file/d/1QsgDWse03BLjR-bE729JjSGL8eu63uK2/view?usp=sharing
Affinity Publisher Diagramação de conteúdo,https://drive.google.com/file/d/1mababDEEFWAR9NaXvO8iLvYr7il5bsfi/view?usp=sharing
After Effects Compondo a partir de track motion,https://drive.google.com/file/d/1E_ML2Tr9UwiBijxXFlAz4w7xU8fy5Mop/view?usp=sharing
After Effects I: Aprendendo a fazer animações 2D,https://drive.google.com/file/d/1Aa9HdOSufF5ALHIrjgFPPwNP9zoozqNw/view?usp=sharing
After Effects II: Avançando na criação de animações 2D,https://drive.google.com/file/d/1SDQttI0yi1RxtiVr-uMCOSkpVBQpmP5X/view?usp=sharing
After Effects Introdução ao After Effects,https://drive.google.com/file/d/1rcqR61oyZtvpSNkgNm_0a3FNb7M-aNuk/view?usp=sharing
After Effects: Animando Lower Third,https://drive.google.com/file/d/10-BUmV13Rh2DJqa-ZxIsom8QifWG3ccq/view?usp=sharing
After Effects: Animando Spot Comercial,https://drive.google.com/file/d/1WrKBpurVq_NX_GRPNJZlJaAgMU3HcURF/view?usp=sharing
After Effects: Animando uma Bus Mídia,https://drive.google.com/file/d/1on7Wdld5MWO88VtETLad_TvaNQoemc-3/view?usp=sharing
After Effects: Composição e Sonorização de Animação,https://drive.google.com/file/d/1IaLVtHDFI-y6fX4KA2BKnjC3sotszSCB/view?usp=sharing
After Effects: Composição e Sonorização de Animação,https://drive.google.com/file/d/1IaLVtHDFI-y6fX4KA2BKnjC3sotszSCB/view?usp=sharing
After Effects: Técnicas de composição e fluxo de trabalho,https://drive.google.com/file/d/1M2wEujL7FVO8M3Glh50T09lXg4SKc-1-/view?usp=sharing
After Effects: Vídeos comerciais do zero até o render,https://drive.google.com/file/d/1quG4V6-A6gT-9AeibKtedO3xjcnYSTPp/view?usp=sharing
Agile Avançado Crie modelos e descubra o Nexus,https://drive.google.com/file/d/1NLGenKhTUqfkFFIS0naSQwnRgyiv5D2H/view?usp=sharing
Agile Coach lidere a transformação nas empresas,https://drive.google.com/file/d/1eGsyiR3k3scRzqdSgzXQawzUUManOMnJ/view?usp=sharing
Agile na Prática Técnicas aplicadas para gestão ágil,https://drive.google.com/file/d/1XjgXD-00oWZfSDVlHyNKqXhLW08Yx0tQ/view?usp=sharing
Agilidade e TDD Um dia no desenvolvimento de software,https://drive.google.com/file/d/1A9YCTo3gKwvmcVFsM2NqEDPPpiMM3FpI/view?usp=sharing
Alavancas de gestão do conhecimento Aprendizagem e produtividade,https://drive.google.com/file/d/1lsEzFOqHr_BIo4aAI8LD7xxiMu_Engwn/view?usp=sharing
"Algoritmos I Selection, Insertion e Introdução a Análise",https://drive.google.com/file/d/1bVbg99Bxxsm8eTurktXbptBO2ZTsD6Sp/view?usp=sharing
"Algoritmos II MergeSort, QuickSort, Busca Binária e Análise de Algoritmo",https://drive.google.com/file/d/1CAopcKlWfELK1mfcgiJzqHGydwL40yVV/view?usp=sharing
Amazon Alexa Programe a sua assistente pessoal,https://drive.google.com/file/d/1RVdlrU1HhGosTGooT0-RzeIgzGufBupf/view?usp=sharing
Amazon Alexa: Controle o seu ambiente com sua voz,https://drive.google.com/file/d/1sd76GpEQfOP5XTLmd_nruXkTVz2VhKJH/view?usp=sharing
Amazon API Gateway Integrando e protegendo serviços,https://drive.google.com/file/d/18qsdDRZ8WfgG3w6Pf3rh3rmlmuK6tUUa/view?usp=sharing
Amazon Cloud Front e Route53: Distribua os seus arquivos e crie seu próprio domínio,https://drive.google.com/file/d/1tIU6aHEPLr81-NNN0eYe-6PN-hRDu8R6/view?usp=sharing
Amazon CloudWatch Visibilidade completa das aplicações e serviços na nuvem,https://drive.google.com/file/d/14w2bhoiwJE6jCh5MvJoyl0hg_r1AGQJt/view?usp=sharing
Amazon Code Deploy Continuo: Deploy continuo com AWS,https://drive.google.com/file/d/1YHLHWe4TCcnoZty6zsY8uWV6RN8fv0Qb/view?usp=sharing
Amazon Cognito autenticação como serviço,https://drive.google.com/file/d/1rtQybIL5NuXSKzixHBpND3iY2hOdyW1W/view?usp=sharing
Amazon e Spring : Deploy de uma aplicação Spring MVC na AWS,https://drive.google.com/file/d/1xU8rLFg0TdzxA7btUjwsDMsqNlVe6jCm/view?usp=sharing
Amazon EC2 Faça um deploy da sua webapp com alta disponibilidade e escalabilidade,https://drive.google.com/file/d/1nERcA_7uLVeFwXUEtO2Zh2ED34Nwh9dM/view?usp=sharing
Amazon ECS Gerencie Docker na nuvem da AWS,https://drive.google.com/file/d/1v8ns67FhXrPSvOecU2iG290AMmtvjGiI/view?usp=sharing
Amazon EKS Gerenciando aplicações conteinerizadas com Kubernetes,https://drive.google.com/file/d/1Xt4-2HubBPi3VzjcRSO_Tlz0w371Wo7W/view?usp=sharing
Amazon Elastic Beanstalk Parte 1 Container Docker,https://drive.google.com/file/d/1P8cjLtAr6uxI0NYTPyGHuZ-S4SHLPJUZ/view?usp=sharing
Amazon Elastic Beanstalk Parte 2 Múltiplos containers e NGINX,https://drive.google.com/file/d/196yMvSvy06luXlwfUQh8RAA4GTsvlfXh/view?usp=sharing
Amazon IoT: Conecte dispositivos à nuvem e defina regras de notificação,https://drive.google.com/file/d/1E30l__noNBx1hwQ1geOqu3UQH9fu6o5V/view?usp=sharing
Amazon Lambda: Primeiros passos à execução de código sem servidor,https://drive.google.com/file/d/13sVvmqWN1qFD5rcWKer5P4FtnY6Zy2kh/view?usp=sharing
Amazon Lightsail Descomplicando a nuvem,https://drive.google.com/file/d/1o63flt7jouyTXZHhGKATcP7sWSOopjVh/view?usp=sharing
Amazon S3 Manipule e armazene objetos na nuvem,https://drive.google.com/file/d/1O7Rmu6WwgHh3BUuZIPfKT73tUTwr3iVd/view?usp=sharing
Amazon VPC Provisione uma nuvem privada,https://drive.google.com/file/d/1xkC8YbyoXxB97S0MXmA68kNiBfj53fsO/view?usp=sharing
Análise da gestão de processos Implantando melhorias,https://drive.google.com/file/d/1dIvvWw8fiwcuo_7Hu6wCW4Takjc72-Ps/view?usp=sharing
Análise de dados Introdução com Excel,https://drive.google.com/file/d/1vST73FfgX6D34syM2dYHfxWXohcjHsMr/view?usp=sharing
Análise de dados introdução com R,https://drive.google.com/file/d/1d_asyS8JP3ia1UYHTI2TYeQ3bHtUYtrz/view?usp=sharing
Análise de série temporal COVID-19,https://drive.google.com/file/d/11jp5ncTcSNreCFUrTEoCRfVAcIOV88LA/view?usp=sharing
Análise e Classificação de Faces Visão Computacional com OpenCV,https://drive.google.com/file/d/1V16ynObsx5J00MOgA83sUb1gX0TXuJQg/view?usp=sharing
Análise e visualização de dados ciência de dados com R,https://drive.google.com/file/d/1wNNyC0QIqv_7FInjKGRDUVJBHI9BlGe_/view?usp=sharing
Android Brasil: Validações e formatações,https://drive.google.com/file/d/1RrfR1tg9yoAkeo8VWTvcwoPF74Bc9nKL/view?usp=sharing
Android com Espresso parte 1: Teste da interface do usuário,https://drive.google.com/file/d/1UlZ51yj2S5T1EHknOhsP0zAD32oZHdms/view?usp=sharing
Android com Espresso parte 2: Testes de fluxos complexos,https://drive.google.com/file/d/1Afw7I6fPi8DiyYg2AEoO1JCe2_8ng1FT/view?usp=sharing
Android com Web Service parte 1: Sincronize sua app com o servidor,https://drive.google.com/file/d/193ty-Xu_92UhT2QvRnXTlzHQb7QopNDe/view?usp=sharing
Android com Web Service parte 2: mais técnicas de sincronização,https://drive.google.com/file/d/1XAaCujhmpkYvc6ga7Nz07uXcSeKzvwgp/view?usp=sharing
Android com Web Service parte 3: sincronização em modo offline,https://drive.google.com/file/d/1aG8Gk4dLlj3Q8QC3cS2wqJWAUIm8kK88/view?usp=sharing
Android Fragments: Reutilizando componentes visuais,https://drive.google.com/file/d/1S06KTiNDMXrqPHl7hwpOLcDlIP_9B4Wz/view?usp=sharing
Android I: Crie sua App fantástica com Android Studio,https://drive.google.com/file/d/17GYRWohP5qtc7fIcQB6H_VtwcyxAA3mY/view?usp=sharing
Android I: Crie sua App fantástica no Eclipse,https://drive.google.com/file/d/1EE5Facn8UMNOE3u5wvudkCCPlNVsGOP4/view?usp=sharing
Android II: Imersão em interfaces e recursos,https://drive.google.com/file/d/1PugkZ5yCkZMjZcLHQK8gEIedivQClibJ/view?usp=sharing
Android II: Integração com apps e recursos do device,https://drive.google.com/file/d/1nlZa5DQeZv2dtnZsFfWNklL0O1EBAEYR/view?usp=sharing
"Android III: Aprimore sua app com Fragments, Google Maps e GPS",https://drive.google.com/file/d/1-7eNOZP3t_Khbj2_Dvlczf32Woz_sp9r/view?usp=sharing
Android III: Integrações e Mapas para turbinar sua App,https://drive.google.com/file/d/1D9xJxnjWZd03uvT6TEPoRfbPlWZr4jcC/view?usp=sharing
"Android na prática um aplicativo de Chat com Retrofit, EventBus e Dagger",https://drive.google.com/file/d/1TC17nIrHJ7Toh81v3vsP2430Fpf6WYZ4/view?usp=sharing
Android parte 1 Crie a sua primeira app mobile,https://drive.google.com/file/d/1kkU1hAmaYrUxOKPDFAdzJLkkxbztGl-3/view?usp=sharing
Android parte 1 Testes automatizados e TDD,https://drive.google.com/file/d/1eRtZqrHkIw4ext4YdmxtiLYXzXDxa8oi/view?usp=sharing
"Android parte 2 Avançando com listeners, menu e UI",https://drive.google.com/file/d/17Si5nZ-TGFWjuhdgKa7Bb1O04t9PSAKk/view?usp=sharing
Android parte 2 Boas práticas e novos cenários de testes,https://drive.google.com/file/d/1rn7qSgEplgrXLQNZuKZnDR8bAa7O_IsQ/view?usp=sharing
Android parte 3 Refinando o projeto,https://drive.google.com/file/d/1gnaSp4Of8lDJwsLz5svnuidqIUf-d1Te/view?usp=sharing
Android Room parte 1 Introdução a persistiencia de dados com ORM,https://drive.google.com/file/d/1H_ZX9sXc5RJWGAUQspQm31o4rfTAUfXE/view?usp=sharing
Android Room parte 2 Operações assíncronas,https://drive.google.com/file/d/1EHQ_ldLC4ZdU_NHgaAzeHxuHihRmoyHD/view?usp=sharing
Android: Acessando uma API web,https://drive.google.com/file/d/1lkR9EaYsAXmaB71QZfu3GR6mRK1BVpzg/view?usp=sharing
Angular Avançando com testes automatizados,https://drive.google.com/file/d/1YUkR202KUniZgcY9nJ9THrSAujGBnZsr/view?usp=sharing
Angular Avançando no design de componentes com acessibilidade,https://drive.google.com/file/d/1xNKBlOV3SDEdCGpCByj1Z2k9rHSt2SmK/view?usp=sharing
Angular Boas práticas em arquiteturas e formulários,https://drive.google.com/file/d/1R5VZEaGk2n7JK_QFofRztt35nJTfcIKj/view?usp=sharing
Angular Começando com o framework,https://drive.google.com/file/d/1xNZyqKCdn6DNHDdQp7TVfWbqLqbifc9r/view?usp=sharing
Angular Design de componentes com acessibilidade,https://drive.google.com/file/d/1pxri34kIXp9H9uMK-2XTE-vif8O_sh6A/view?usp=sharing
Angular e Jasmine Testes de unidade para sua aplicação,https://drive.google.com/file/d/1RYzoqyYMQXBBd9BpVzkpPgdc3EM4s1zx/view?usp=sharing
Angular e RxJS Introdução à programação reativa,https://drive.google.com/file/d/1jceZRhf9EP1EtLfWqY_eBf-5yH7-c4sg/view?usp=sharing
Angular JS: crie webapps poderosas,https://drive.google.com/file/d/1v63DoJ4w5O9mo-VgMGpDhkUDaOedO3kU/view?usp=sharing
Angular parte 1 Fundamentos,https://drive.google.com/file/d/15CMe_Yyiyb3nw4OlIuqvB10-OCoMrOT3/view?usp=sharing
"Angular parte 2 Autenticação, Forms e lazy loading",https://drive.google.com/file/d/19zOjrYkWENN3w6pIJtaSIBzHIHnnvZro/view?usp=sharing
"Angular parte 3: upload, build e novos componentes",https://drive.google.com/file/d/1_EG-nWh1z7xiPqqBiloE90KaOdZUDVrQ/view?usp=sharing
Angular parte 4 lapidando o projeto,https://drive.google.com/file/d/19imhhxRLU5dPrN4uIV5ZegUn_6-sFCSl/view?usp=sharing
Angular Testes automatizados com Jasmine e Karma,https://drive.google.com/file/d/1dTeP7g7E3Pg6098-8wF2_2EB_QK8Yl0P/view?usp=sharing
Animate (Flash) animações em swf e HTML5,https://drive.google.com/file/d/1FP8JqktpczC8APXsPvBY6Kuq63V6z_b0/view?usp=sharing
"Ansible AWX, Galaxy e Vault",https://drive.google.com/file/d/14AzGnqgXDL9sCtrrZlXQN_Ixs8pBUY_P/view?usp=sharing
Ansible Sua infraestrutura como código,https://drive.google.com/file/d/1-Tmza7ysxjR9gOSSwiksXHCN-4v6H-VJ/view?usp=sharing
Ant Build robusto para projetos Java,https://drive.google.com/file/d/1_dQ9l1VP9J6n6EtL6odqwYF7I8yEvYbd/view?usp=sharing
Apache Camel O framework de integração entre sistemas,https://drive.google.com/file/d/1dJbSM1XMtrLkUUODBgaZtk-_SmX-zdLK/view?usp=sharing
API com Django 3 Aprofundando em testes e documentação,https://drive.google.com/file/d/1Yz0LQ6nQyRRT9ZCY55ZaW02N-ChKAdCm/view?usp=sharing
API com Django 3 Django Rest Framework,https://drive.google.com/file/d/18sieDZZa_uNxiZ7WLtmJLkdEecEhWNWf/view?usp=sharing
"API com Django 3 Testes, segurança e lapidações",https://drive.google.com/file/d/1rRADpibH0btFDqTx6XhVAVaSOqYtc4M0/view?usp=sharing
"API com Django 3 Validações, buscas, filtros e deploy",https://drive.google.com/file/d/1vXyw_m51cqKzl6NSn73UlJb0PJ8Ld221/view?usp=sharing
"API com Django 3 Versionamento, cabeçalhos e CORS",https://drive.google.com/file/d/1rcDYDKW0J_HCVwRRxQ58nDcWAHT5aitK/view?usp=sharing
APIs Rest com Asp.NET Core 2.1 Parte 1 Da app MVC para API,https://drive.google.com/file/d/1_K_v49sz0IXmboy1nxgPA18o8DPXekhP/view?usp=sharing
APIs Rest com Asp.NET Core 2.1 Parte 2 Consumindo nossa API,https://drive.google.com/file/d/14eZQU7-CCIf5weZGin-ZMVTivCSi91kv/view?usp=sharing
APIs Rest com Asp.NET Core 2.1 Parte 3 padronizando a API,https://drive.google.com/file/d/1zM9HsF2Prnxgq2wcW2xDABrzhT7wjBXW/view?usp=sharing
"APIs REST com NestJS: Buscas, validação, serialização e detalhes arquiteturais",https://drive.google.com/file/d/1KytuI6bW-_S9X4r9GRgzKIFYD5plCIY9/view?usp=sharing
Aplicações Serverless Construindo uma API REST,https://drive.google.com/file/d/1X-5cbhxTYSAslr9D6hn92okFb0af0C3c/view?usp=sharing
Appium Iniciando com testes de interface,https://drive.google.com/file/d/1hGRRT4BerHwbIznXZXmQ-lY-nBF-7R3C/view?usp=sharing
Aprender a Aprender Técnicas para seu autodesenvolvimento,https://drive.google.com/file/d/1e1sVg1_zarc-O9FiaHB468AeChJU3APw/view?usp=sharing
Apresentação de personagem Criando o portfólio,https://drive.google.com/file/d/16-Pgkiu5u7UAlsNoQBcQlN3W4F5AYXzt/view?usp=sharing
"Architecture Components ViewModel, LiveData e Room",https://drive.google.com/file/d/1nmtx1vAaqaCD4Ek418uzLk_EDhK4nq-d/view?usp=sharing
Arduino: Do zero ao jogo,https://drive.google.com/file/d/1yDQqg8X8F6XTeiSSQkD1_rAtKN_dzW1K/view?usp=sharing
Arduino: Introdução à Robótica,https://drive.google.com/file/d/1HPrEy6jtD6Qc8y00Wopb7SMW6f4MK35G/view?usp=sharing
Arquitetura CSS Descomplicando os problemas,https://drive.google.com/file/d/1GzivBZ05tGv7ZjcJ-_N2_fIY_DD0a20w/view?usp=sharing
Arquitetura de computadores Por trás de como seu programa funciona,https://drive.google.com/file/d/1PbcYJdcNCAN30hWoyt3hXC3ny5QVN8qE/view?usp=sharing
Árvores de Decisão Aprofundando em modelos de Machine Learning,https://drive.google.com/file/d/1SG7_Iq82cwmWo83XELfOpBRpF698sZ-E/view?usp=sharing
Asp.NET Core 2.0 parte 1 Uma webapp usando o padrão MVC,https://drive.google.com/file/d/1CxXoALTTCP28H8fDBruiOzrwesiR4tKQ/view?usp=sharing
Asp.NET Core 2.0 parte 2 Melhorando sua webapp com validações e segurança,https://drive.google.com/file/d/1dbg_xJDXo1IQ8X2-bK8BkBCUn-JHJvpa/view?usp=sharing
Asp.NET Core 2.1 Migrando uma aplicação MVC tradicional para web APIs,https://drive.google.com/file/d/1yZIsfl_aNVpxBJC_kJhMX1iI05JieXau/view?usp=sharing
ASP.NET Core parte 1: Um e-Commerce com MVC e EF Core,https://drive.google.com/file/d/1Z1f9NXr7COh7YoSvvoG_JMND6m244UgJ/view?usp=sharing
ASP.NET Core parte 2: Um e-Commerce com MVC e EF Core,https://drive.google.com/file/d/11SCMAsSxbszDiBG4X60Y4Dp3TW3LpqOK/view?usp=sharing
ASP.NET Core Parte 3 Identity,https://drive.google.com/file/d/12tAZ2VTtkVS9bz2vQWJ8VwdSWqmeyVbS/view?usp=sharing
ASP.NET Core Parte 4 IdentityServer,https://drive.google.com/file/d/1ANCLXe_hkGZVkaYHNZkxmsFMZDi9eTGm/view?usp=sharing
ASP.NET Core Parte 5 Modularização e Componentização,https://drive.google.com/file/d/1vpKMlfClhzb6vouke5zPp_RU7ue4U-5s/view?usp=sharing
Asp.NET Core Uma webapp usando o padrão MVC,https://drive.google.com/file/d/1Ul1UEBMld1GdqojXHi3mMIWMvObojGAw/view?usp=sharing
ASP.NET MVC 5 O framework pronto para a web,https://drive.google.com/file/d/1cphzztoSnTf8YoUxEPsrOVw4jd07-yQX/view?usp=sharing
ASP.NET: Razor,https://drive.google.com/file/d/1MVK6f0QanbN_j88emH3rosArjp5upekP/view?usp=sharing
AspNet Identity parte 1 Gerencie contas de usuários,https://drive.google.com/file/d/18Ab0uviu35acGwidFLjSzLBGWZu8vCw0/view?usp=sharing
"AspNet Identity parte 2 Autenticação, segurança com lockout e Esqueci a senha",https://drive.google.com/file/d/1iV7AZk6hEv7NVI4lXj10TTr24xcfBNpv/view?usp=sharing
"AspNet Identity parte 3 Autorização, autenticação externa com redes sociais",https://drive.google.com/file/d/15rCTpRBxj8GdpOV-3gnV_nO5I7RKCT9j/view?usp=sharing
AspNet Identity parte 4 Autenticação mais segura com 2 fatores,https://drive.google.com/file/d/17zjKQRxa8b798rxGGfJsmfwLEDeGgPEO/view?usp=sharing
Associate Cloud Engineer parte 1 A certificação do Google Cloud,https://drive.google.com/file/d/1ILDoFs1KFP4ZPemM2WwChEaEHdo54pmG/view?usp=sharing
Associate Cloud Engineer parte 2 A certificação do Google Cloud,https://drive.google.com/file/d/1rhqIvTA3kvz0gCX9Hlx49c-uQlSRrq7L/view?usp=sharing
Associate Cloud Engineer parte 3 A certificação do Google Cloud,https://drive.google.com/file/d/1BLufkXdSSJLKoKr4XtvmHkWILOS6Vxfa/view?usp=sharing
Associate Cloud Engineer parte 4 A certificação do Google Cloud,https://drive.google.com/file/d/11iwIsgqifWwF9rn1cukOu0VMqzH0UKX6/view?usp=sharing
"Autenticação no Django 2 formulários, requisições e mensagens",https://drive.google.com/file/d/1itfBfYsPMxmoJESrqmbdiXdRBq94RGnO/view?usp=sharing
Automação residencial Novidades do Home Assistant,https://drive.google.com/file/d/1D6kQcCOJTBUN2tedLTcqOqjKrUR4Vk44/view?usp=sharing
Automação residencial parte 1 Integrando sensores no Home Assistant,https://drive.google.com/file/d/181HP19vldCrIY_MGhi2KNP94AxKe0Ey5/view?usp=sharing
"Automação residencial parte 2 Regras, ações e triggers",https://drive.google.com/file/d/1WJbay28qFwd1YlNGxjfO1HkG2OIZXxk8/view?usp=sharing
